window,regime_label,test_period,n_train,overall_accuracy,hit_rate,confident_trade_pct,n_test,version
1,COVID Crash,2020-01-01 -> 2020-12-31,69194,0.5696,0.5953,0.6834,10904,V2 (16ch GAT+Regime)
