,Demonetization,GST Launch,IL&FS Crisis,Elections/Slowdown,COVID Crash
2019-12-13,,,,1009722.9428124606,
2019-12-16,,,,1008419.3360840881,
2019-12-17,,,,1009667.5078860156,
2019-12-18,,,,1009169.8361353585,
2019-12-19,,,,1009071.8360460215,
2019-12-20,,,,1009653.4486863806,
2019-12-23,,,,1009122.7757327391,
2019-12-24,,,,1008898.3290329301,
2019-12-26,,,,1008782.2584076006,
2019-12-27,,,,1008185.9706242643,
2019-12-30,,,,1007782.712334993,
2020-04-01,,,,,1000000.0
2020-04-03,,,,,1002087.9336134761
2020-04-07,,,,,994525.3822687187
2020-04-08,,,,,994560.4684763384
2020-04-09,,,,,991953.7050228976
2020-04-13,,,,,990307.8308176687
2020-04-15,,,,,990845.056982167
2020-04-16,,,,,992643.567970629
2020-04-17,,,,,995892.585137554
2020-04-20,,,,,995225.6420723485
2020-04-21,,,,,989223.4280198932
2020-04-22,,,,,989711.4444623964
2020-04-23,,,,,991661.8046189501
2020-04-24,,,,,988736.4449948492
2020-04-27,,,,,991009.5847609858
2020-04-28,,,,,992152.8084042794
2020-04-29,,,,,993940.344201151
2020-04-30,,,,,1002094.3389027198
2020-05-04,,,,,993653.858196101
2020-05-05,,,,,992676.3108965964
2020-05-06,,,,,991260.3383322507
2020-05-07,,,,,990503.1210080904
2020-05-08,,,,,989650.7221409848
2020-05-11,,,,,989069.3829978112
2020-05-12,,,,,989055.2327932073
2020-05-13,,,,,991649.8930561341
2020-05-14,,,,,990243.4380044917
2020-05-15,,,,,990262.7612238033
2020-05-18,,,,,984733.8602435132
2020-05-19,,,,,985355.1138471944
2020-05-20,,,,,988021.9604315356
2020-05-21,,,,,988360.4439286102
2020-05-22,,,,,987470.3019079934
2020-05-26,,,,,988156.4787135037
2020-05-27,,,,,992416.5968947017
2020-05-28,,,,,993748.7231843767
2020-05-29,,,,,995071.2140666752
2020-06-01,,,,,1000618.1477690192
2020-06-02,,,,,1005547.8928735628
2020-06-03,,,,,1007105.0465585694
2020-06-04,,,,,1007683.2670053658
2020-06-05,,,,,1008764.3769728078
2020-06-08,,,,,1010763.1505842549
2020-06-09,,,,,1009645.1177688844
2020-06-10,,,,,1009790.8232843085
2020-06-11,,,,,1011710.8757858409
2020-06-12,,,,,1011509.7692279225
2020-06-15,,,,,1013780.7666527843
2020-06-16,,,,,1015070.1645803081
2020-06-17,,,,,1014763.3352028928
2020-06-18,,,,,1013086.6996810011
2020-06-19,,,,,1013072.3567584229
2020-06-22,,,,,1012886.5303059524
2020-06-23,,,,,1010647.1304340266
2020-06-24,,,,,1012605.3331675003
2020-06-25,,,,,1012170.0991901737
2020-06-26,,,,,1011495.5127450124
2020-06-29,,,,,1013055.0902616289
2020-06-30,,,,,1013003.2140282128
2020-07-01,,,,,1011906.4617943641
2020-07-02,,,,,1010068.8457866873
2020-07-03,,,,,1009336.8100342032
2020-07-06,,,,,1007621.5884518622
2020-07-07,,,,,1006407.6000179694
2020-07-08,,,,,1005918.4512776013
2020-07-09,,,,,1005294.3679691611
2020-07-10,,,,,1005195.1787370502
2020-07-13,,,,,1004103.4244229929
2020-07-14,,,,,1006644.2528120843
2020-07-15,,,,,1005833.2952113723
2020-07-16,,,,,1003814.6908954048
2020-07-17,,,,,1003778.1493498614
2020-07-20,,,,,1001556.7349809045
2020-07-21,,,,,1001698.8206984451
2020-07-22,,,,,1002839.454919023
2020-07-23,,,,,1001586.4767586846
2020-07-24,,,,,999881.1978478445
2020-07-27,,,,,998443.1862089656
2020-07-28,,,,,996379.5521485448
2020-07-29,,,,,998130.8713139968
2020-07-30,,,,,998896.9490520969
2020-07-31,,,,,999069.9035348892
2020-08-03,,,,,1000007.7656112069
2020-08-04,,,,,1000048.4751762256
2020-08-05,,,,,998918.5280251615
2020-08-06,,,,,997479.0769624091
2020-08-07,,,,,997575.3426355975
2020-08-10,,,,,996947.313680297
2020-08-11,,,,,996347.0143355222
2020-08-12,,,,,996279.9432174924
2020-08-13,,,,,995149.7306898106
2020-08-14,,,,,996205.4499507509
2020-08-17,,,,,994557.9907762267
2020-08-18,,,,,993140.9708558866
2020-08-19,,,,,992922.0122490446
2020-08-20,,,,,992581.1780680869
2020-08-21,,,,,992868.8681339709
2020-08-24,,,,,992051.96265039
2020-08-25,,,,,991953.027991158
2020-08-26,,,,,991703.5329889455
2020-08-27,,,,,990980.5966280205
2020-08-28,,,,,991144.2595510638
2020-08-31,,,,,994175.8433234266
2020-09-01,,,,,991743.4210650442
2020-09-02,,,,,990796.7660507758
2020-09-03,,,,,989952.6925885316
2020-09-04,,,,,992824.380521087
2020-09-07,,,,,992642.7685404381
2020-09-08,,,,,994918.4298394285
2020-09-09,,,,,995478.7410370605
2020-09-10,,,,,994848.9906649403
2020-09-11,,,,,994415.607367686
2020-09-14,,,,,991780.6895148559
2020-09-15,,,,,992467.3251068578
2020-09-16,,,,,992288.2829533534
2020-09-17,,,,,990812.5266727685
2020-09-18,,,,,991300.8296343695
2020-09-21,,,,,989116.141441577
2020-09-22,,,,,988335.4937011715
2020-09-23,,,,,987172.1173454593
2020-09-24,,,,,987331.2261595262
2020-09-25,,,,,987089.3141427805
2020-09-28,,,,,987761.6907986955
2020-09-29,,,,,988647.2682339696
2020-09-30,,,,,987574.305738911
2020-10-01,,,,,986423.8124182051
2020-10-05,,,,,984700.1447682927
2020-10-06,,,,,984589.5066355114
2020-10-07,,,,,984800.4432313934
2020-10-08,,,,,982944.4922822193
2020-10-09,,,,,983676.4796309561
2020-10-12,,,,,979891.1652891459
2020-10-13,,,,,980191.8983978414
2020-10-14,,,,,978906.4285124536
2020-10-15,,,,,977425.3498076833
2020-10-16,,,,,977165.2250482691
2020-10-19,,,,,978348.3262527443
2020-10-20,,,,,979182.1131129455
2020-10-21,,,,,980699.0044823418
2020-10-22,,,,,982335.8680415557
2020-10-23,,,,,981673.0257825981
2020-10-26,,,,,983715.1508269041
2020-10-27,,,,,983208.3160856819
2020-10-28,,,,,983972.7992172659
2020-10-29,,,,,983989.2867214589
2020-10-30,,,,,983757.1879403623
2020-11-02,,,,,984365.6917440759
2020-11-03,,,,,984016.9117756875
2020-11-04,,,,,983471.1629892262
2020-11-05,,,,,981384.2436173052
2020-11-06,,,,,981546.2098872605
2020-11-09,,,,,983045.5920685933
2020-11-10,,,,,984433.3294613186
2020-11-11,,,,,984554.3181908847
2020-11-12,,,,,984820.6755778552
2020-11-13,,,,,984599.3289947782
2020-11-14,,,,,984968.3356439208
2020-11-17,,,,,984904.2549386951
2020-11-18,,,,,984546.2034919877
2020-11-19,,,,,984045.6749098148
2020-11-20,,,,,980599.1837931975
2020-11-23,,,,,979570.9176375278
2020-11-24,,,,,978542.2912076461
2020-11-25,,,,,980354.3332804808
2020-11-26,,,,,978540.5001137351
2020-11-27,,,,,977557.6539021998
2020-12-01,,,,,976765.9750965483
2020-12-02,,,,,975742.8951683288
2020-12-03,,,,,974778.6604406226
2020-12-04,,,,,974501.2566644603
2020-12-07,,,,,972833.0913364567
2020-12-08,,,,,974013.5628965019
2020-12-09,,,,,974116.3855121657
2020-12-10,,,,,974337.5920206868
2020-12-11,,,,,972815.2398629352
2020-12-14,,,,,971756.7367825332
2020-12-15,,,,,972259.148556031
2020-12-16,,,,,971434.5691740713
2020-12-17,,,,,972222.4271824232
2020-12-18,,,,,972157.5646652707
2020-12-21,,,,,975989.2179197331
2020-12-22,,,,,975075.2377850232
2020-12-23,,,,,974570.1682341082
2020-12-24,,,,,973856.7428458601
2020-12-28,,,,,973241.0399678651
2020-12-29,,,,,972760.4036602387
2020-12-30,,,,,972641.5063589459
